typeofaction	sourceid	destinationid	amountofmoney	date	isfraud	typeoffraud
transfer	46559	82128	7259213	15-03-2019 11:01	1	type2
transfer	82128	35540	7259213	18-03-2019 08:54	1	type2
transfer	35540	48703	7259213	03-04-2019 11:23	1	type2
transfer	48703	4689	7259213	07-04-2019 12:59	1	type2
transfer	4689	73081	7259213	14-04-2019 15:47	1	type2
transfer	73081	43005	7259213	27-04-2019 13:58	1	type2
transfer	43005	23718	7259213	29-04-2019 08:56	1	type2
transfer	23718	75731	7259213	10-05-2019 14:59	1	type2
transfer	75731	13541	7259213	12-05-2019 14:21	1	type2
transfer	13541	86616	7259213	21-05-2019 13:00	1	type2
transfer	86616	30351	7259213	23-05-2019 09:40	1	type2
transfer	30351	54421	7259213	24-05-2019 13:25	1	type2
transfer	54421	71902	7259213	26-05-2019 11:49	1	type2
transfer	71902	89585	7259213	09-06-2019 08:05	1	type2
transfer	89585	62633	7259213	11-06-2019 08:49	1	type2
transfer	62633	51413	7259213	20-06-2019 08:02	1	type2
transfer	51413	51492	7259213	20-06-2019 08:46	1	type2
transfer	51492	67532	7259213	20-06-2019 13:05	1	type2
transfer	67532	20238	7259213	27-06-2019 12:15	1	type2
transfer	20238	95209	7259213	30-06-2019 12:32	1	type2
transfer	95209	12159	7259213	01-07-2019 14:43	1	type2
transfer	12159	31132	7259213	18-07-2019 15:43	1	type2
transfer	51905	83520	7042628	13-03-2019 14:42	1	type2
transfer	83520	21933	7042628	13-03-2019 15:15	1	type2
transfer	21933	28680	7042628	14-03-2019 12:39	1	type2
transfer	28680	61453	7042628	18-03-2019 11:02	1	type2
transfer	61453	99444	7042628	23-04-2019 11:39	1	type2
transfer	99444	25410	7042628	23-04-2019 14:34	1	type2
transfer	25410	98222	7042628	27-05-2019 10:07	1	type2
transfer	98222	48954	7042628	05-06-2019 13:46	1	type2
transfer	48954	62123	7042628	11-06-2019 11:03	1	type2
transfer	62123	1008	7042628	01-07-2019 10:04	1	type2
transfer	1008	19795	7042628	08-07-2019 10:45	1	type2
transfer	19795	36123	7042628	08-07-2019 13:22	1	type2
transfer	47590	16290	7130066	08-03-2019 08:18	1	type2
transfer	16290	12859	7130066	09-03-2019 10:38	1	type2
transfer	12859	60685	7130066	09-03-2019 12:49	1	type2
transfer	60685	93590	7130066	08-04-2019 11:21	1	type2
transfer	93590	41731	7130066	26-04-2019 09:26	1	type2
transfer	41731	59544	7130066	29-04-2019 08:02	1	type2
transfer	59544	34132	7130066	05-05-2019 11:18	1	type2
transfer	34132	28150	7130066	19-05-2019 15:58	1	type2
transfer	28150	44752	7130066	23-05-2019 09:43	1	type2
transfer	44752	63384	7130066	25-05-2019 08:11	1	type2
transfer	63384	28424	7130066	27-05-2019 08:55	1	type2
transfer	28424	17067	7130066	17-06-2019 11:40	1	type2
transfer	17067	61320	7130066	05-07-2019 11:56	1	type2
transfer	61320	11181	7130066	13-07-2019 10:47	1	type2
transfer	70212	19597	7474036	03-03-2019 08:17	1	type2
transfer	19597	1265	7474036	13-03-2019 15:17	1	type2
transfer	1265	66955	7474036	28-03-2019 13:53	1	type2
transfer	66955	47361	7474036	01-04-2019 10:29	1	type2
transfer	47361	55499	7474036	11-05-2019 09:55	1	type2
transfer	55499	37773	7474036	14-05-2019 10:18	1	type2
transfer	37773	25554	7474036	17-05-2019 10:12	1	type2
transfer	25554	59135	7474036	24-05-2019 15:38	1	type2
transfer	59135	50648	7474036	02-06-2019 15:29	1	type2
transfer	50648	67134	7474036	09-06-2019 13:36	1	type2
transfer	67134	98434	7474036	15-06-2019 11:32	1	type2
transfer	98434	15793	7474036	06-07-2019 08:23	1	type2
transfer	15793	28005	7474036	17-07-2019 12:02	1	type2
transfer	28005	77462	7474036	18-07-2019 09:50	1	type2
transfer	31270	93784	7629866	08-03-2019 13:26	1	type2
transfer	93784	12394	7629866	11-03-2019 12:28	1	type2
transfer	12394	12290	7629866	27-03-2019 11:06	1	type2
transfer	12290	31377	7629866	12-05-2019 15:59	1	type2
transfer	31377	45615	7629866	01-06-2019 11:47	1	type2
transfer	45615	18899	7629866	17-06-2019 10:57	1	type2
transfer	18899	79698	7629866	22-06-2019 10:08	1	type2
transfer	79698	5891	7629866	05-07-2019 09:12	1	type2
transfer	5891	27880	7629866	06-07-2019 11:10	1	type2
transfer	29182	4588	7881878	22-02-2019 08:34	1	type2
transfer	4588	30874	7881878	17-03-2019 13:11	1	type2
transfer	30874	10085	7881878	21-03-2019 09:53	1	type2
transfer	10085	75200	7881878	08-04-2019 10:55	1	type2
transfer	75200	90043	7881878	13-04-2019 13:58	1	type2
transfer	90043	18262	7881878	10-05-2019 14:55	1	type2
transfer	18262	27723	7881878	11-05-2019 11:38	1	type2
transfer	27723	76733	7881878	19-05-2019 12:43	1	type2
transfer	76733	60635	7881878	01-06-2019 13:43	1	type2
transfer	60635	79115	7881878	03-06-2019 12:06	1	type2
transfer	79115	81153	7881878	04-07-2019 11:40	1	type2
transfer	81153	61280	7881878	07-07-2019 10:53	1	type2
transfer	61280	70824	7881878	17-07-2019 13:04	1	type2
transfer	25682	59982	5505135	21-02-2019 09:10	1	type2
transfer	59982	87061	5505135	21-02-2019 15:50	1	type2
transfer	87061	55735	5505135	26-02-2019 08:31	1	type2
transfer	55735	81463	5505135	04-03-2019 08:29	1	type2
transfer	81463	29791	5505135	20-03-2019 10:02	1	type2
transfer	29791	84810	5505135	27-03-2019 14:19	1	type2
transfer	84810	18415	5505135	31-03-2019 11:07	1	type2
transfer	18415	40262	5505135	11-04-2019 14:09	1	type2
transfer	40262	91800	5505135	12-04-2019 09:55	1	type2
transfer	91800	78720	5505135	12-04-2019 13:13	1	type2
transfer	78720	23436	5505135	17-04-2019 11:03	1	type2
transfer	23436	23329	5505135	19-04-2019 14:06	1	type2
transfer	23329	77289	5505135	04-05-2019 14:02	1	type2
transfer	77289	24637	5505135	14-05-2019 12:16	1	type2
transfer	24637	23120	5505135	19-05-2019 14:16	1	type2
transfer	23120	23021	5505135	01-06-2019 12:50	1	type2
transfer	23021	35384	5505135	04-06-2019 08:55	1	type2
transfer	35384	36942	5505135	06-06-2019 12:20	1	type2
transfer	36942	44071	5505135	07-06-2019 11:07	1	type2
transfer	44071	6211	5505135	30-06-2019 09:28	1	type2
transfer	6211	40833	5505135	02-07-2019 15:25	1	type2
transfer	40833	69782	5505135	12-07-2019 08:39	1	type2
transfer	69782	1906	5505135	12-07-2019 09:58	1	type2
transfer	39185	10202	5004735	03-03-2019 14:31	1	type2
transfer	10202	8566	5004735	09-03-2019 08:11	1	type2
transfer	8566	68275	5004735	03-04-2019 08:40	1	type2
transfer	68275	54367	5004735	26-04-2019 15:24	1	type2
transfer	54367	31610	5004735	17-05-2019 13:57	1	type2
transfer	31610	65175	5004735	21-05-2019 12:07	1	type2
transfer	65175	2349	5004735	25-05-2019 15:32	1	type2
transfer	2349	59772	5004735	08-06-2019 09:58	1	type2
transfer	59772	91404	5004735	10-06-2019 11:18	1	type2
transfer	91404	54988	5004735	19-06-2019 12:54	1	type2
transfer	54988	88062	5004735	28-06-2019 13:38	1	type2
transfer	88062	51626	5004735	02-07-2019 12:03	1	type2
transfer	51626	12781	5004735	03-07-2019 10:04	1	type2
transfer	20849	70229	5820894	22-02-2019 13:04	1	type2
transfer	70229	355	5820894	22-02-2019 15:51	1	type2
transfer	355	32083	5820894	26-02-2019 10:58	1	type2
transfer	32083	7844	5820894	27-02-2019 11:43	1	type2
transfer	7844	57355	5820894	01-03-2019 15:53	1	type2
transfer	57355	23333	5820894	09-03-2019 11:40	1	type2
transfer	23333	51985	5820894	10-03-2019 11:46	1	type2
transfer	51985	90802	5820894	18-03-2019 08:48	1	type2
transfer	90802	27855	5820894	20-03-2019 15:20	1	type2
transfer	27855	22279	5820894	16-04-2019 09:09	1	type2
transfer	22279	78391	5820894	16-04-2019 09:35	1	type2
transfer	78391	65372	5820894	09-05-2019 10:38	1	type2
transfer	65372	8719	5820894	15-05-2019 09:07	1	type2
transfer	8719	59910	5820894	19-05-2019 08:15	1	type2
transfer	59910	18263	5820894	20-05-2019 08:08	1	type2
transfer	18263	48977	5820894	01-06-2019 11:42	1	type2
transfer	48977	90823	5820894	02-06-2019 14:52	1	type2
transfer	90823	92278	5820894	04-06-2019 12:14	1	type2
transfer	92278	59150	5820894	08-06-2019 09:28	1	type2
transfer	59150	55884	5820894	10-06-2019 08:45	1	type2
transfer	55884	15913	5820894	13-06-2019 13:02	1	type2
transfer	15913	99193	5820894	02-07-2019 11:57	1	type2
transfer	99193	2405	5820894	03-07-2019 12:12	1	type2
transfer	30553	89924	7013498	28-02-2019 11:43	1	type2
transfer	89924	75789	7013498	09-03-2019 08:31	1	type2
transfer	75789	8475	7013498	09-03-2019 13:49	1	type2
transfer	8475	68269	7013498	13-03-2019 08:16	1	type2
transfer	68269	17819	7013498	19-03-2019 09:43	1	type2
transfer	17819	9884	7013498	25-03-2019 13:54	1	type2
transfer	9884	95983	7013498	20-04-2019 14:06	1	type2
transfer	95983	56458	7013498	28-04-2019 15:04	1	type2
transfer	56458	22341	7013498	01-05-2019 14:58	1	type2
transfer	22341	636	7013498	05-05-2019 09:48	1	type2
transfer	636	63148	7013498	15-05-2019 10:24	1	type2
transfer	63148	89382	7013498	20-05-2019 12:11	1	type2
transfer	89382	44038	7013498	27-05-2019 15:17	1	type2
transfer	44038	49500	7013498	31-05-2019 12:56	1	type2
transfer	49500	89628	7013498	03-06-2019 12:01	1	type2
transfer	89628	68940	7013498	28-06-2019 11:14	1	type2
transfer	68940	8637	7013498	29-06-2019 10:36	1	type2
transfer	8637	38215	7013498	01-07-2019 11:49	1	type2
transfer	38215	35484	7013498	04-07-2019 09:39	1	type2
transfer	35484	3185	7013498	08-07-2019 13:24	1	type2
transfer	3185	46114	7013498	15-07-2019 12:05	1	type2
transfer	85457	50028	5523379	21-02-2019 14:12	1	type2
transfer	50028	56742	5523379	23-02-2019 13:46	1	type2
transfer	56742	1366	5523379	27-02-2019 09:20	1	type2
transfer	1366	3381	5523379	01-03-2019 15:51	1	type2
transfer	3381	50866	5523379	04-03-2019 09:55	1	type2
transfer	50866	62749	5523379	06-03-2019 09:35	1	type2
transfer	62749	3912	5523379	12-03-2019 15:13	1	type2
transfer	3912	62828	5523379	01-04-2019 13:46	1	type2
transfer	62828	62413	5523379	05-04-2019 14:54	1	type2
transfer	62413	8657	5523379	16-04-2019 11:26	1	type2
transfer	8657	57832	5523379	16-04-2019 12:15	1	type2
transfer	57832	82169	5523379	07-05-2019 15:24	1	type2
transfer	82169	36275	5523379	24-05-2019 09:17	1	type2
transfer	36275	18972	5523379	24-05-2019 14:23	1	type2
transfer	18972	62001	5523379	02-06-2019 13:03	1	type2
transfer	62001	50177	5523379	12-06-2019 13:50	1	type2
transfer	50177	94708	5523379	02-07-2019 14:50	1	type2
transfer	94708	41032	5523379	05-07-2019 11:09	1	type2
transfer	41032	30699	5523379	11-07-2019 10:26	1	type2
transfer	30699	97635	5523379	16-07-2019 10:24	1	type2
transfer	97635	90379	5523379	18-07-2019 12:53	1	type2
transfer	73532	58640	6654803	21-02-2019 10:00	1	type2
transfer	58640	1577	6654803	26-02-2019 12:42	1	type2
transfer	1577	84551	6654803	06-03-2019 14:06	1	type2
transfer	84551	97738	6654803	21-03-2019 09:02	1	type2
transfer	97738	92460	6654803	25-03-2019 10:17	1	type2
transfer	92460	6599	6654803	26-03-2019 10:22	1	type2
transfer	6599	32997	6654803	28-03-2019 15:58	1	type2
transfer	32997	57384	6654803	01-04-2019 11:55	1	type2
transfer	57384	42460	6654803	04-04-2019 12:30	1	type2
transfer	42460	32346	6654803	12-04-2019 13:26	1	type2
transfer	32346	26734	6654803	16-04-2019 10:05	1	type2
transfer	26734	78224	6654803	16-04-2019 11:35	1	type2
transfer	78224	64582	6654803	16-04-2019 14:03	1	type2
transfer	64582	57711	6654803	05-05-2019 09:08	1	type2
transfer	57711	89866	6654803	11-05-2019 08:08	1	type2
transfer	89866	9408	6654803	17-05-2019 09:37	1	type2
transfer	9408	47099	6654803	19-05-2019 09:18	1	type2
transfer	47099	28292	6654803	25-05-2019 12:16	1	type2
transfer	28292	24583	6654803	06-06-2019 13:05	1	type2
transfer	24583	94580	6654803	07-06-2019 11:33	1	type2
transfer	94580	98137	6654803	23-06-2019 08:18	1	type2
transfer	98137	52566	6654803	08-07-2019 13:13	1	type2
transfer	52566	8509	6654803	10-07-2019 15:55	1	type2
transfer	8509	82804	6654803	18-07-2019 12:22	1	type2
transfer	61330	80052	7012527	25-03-2019 13:26	1	type2
transfer	80052	52054	7012527	01-04-2019 08:58	1	type2
transfer	52054	75252	7012527	08-04-2019 09:20	1	type2
transfer	75252	94658	7012527	13-04-2019 12:06	1	type2
transfer	94658	29555	7012527	26-04-2019 10:09	1	type2
transfer	29555	83209	7012527	12-05-2019 14:02	1	type2
transfer	83209	25531	7012527	18-05-2019 15:23	1	type2
transfer	25531	37485	7012527	19-05-2019 11:00	1	type2
transfer	37485	52245	7012527	07-06-2019 08:10	1	type2
transfer	52245	27205	7012527	29-06-2019 11:27	1	type2
transfer	27205	7012	7012527	02-07-2019 08:35	1	type2
transfer	34166	99897	6763814	21-02-2019 08:15	1	type2
transfer	99897	90762	6763814	08-04-2019 13:07	1	type2
transfer	90762	94652	6763814	08-05-2019 11:29	1	type2
transfer	94652	294	6763814	07-06-2019 10:43	1	type2
transfer	294	42293	6763814	07-06-2019 15:16	1	type2
transfer	57833	5702	5815280	02-03-2019 15:52	1	type2
transfer	5702	65057	5815280	04-03-2019 15:59	1	type2
transfer	65057	8971	5815280	16-03-2019 15:18	1	type2
transfer	8971	71695	5815280	17-03-2019 12:01	1	type2
transfer	71695	40056	5815280	05-04-2019 15:38	1	type2
transfer	40056	65904	5815280	07-04-2019 12:23	1	type2
transfer	65904	38537	5815280	09-04-2019 11:13	1	type2
transfer	38537	93771	5815280	09-04-2019 14:10	1	type2
transfer	93771	48889	5815280	16-04-2019 13:04	1	type2
transfer	48889	37799	5815280	19-04-2019 08:51	1	type2
transfer	37799	78632	5815280	30-04-2019 10:09	1	type2
transfer	78632	66144	5815280	01-05-2019 11:42	1	type2
transfer	66144	55902	5815280	07-05-2019 15:51	1	type2
transfer	55902	46192	5815280	09-05-2019 13:56	1	type2
transfer	46192	92695	5815280	01-06-2019 13:28	1	type2
transfer	92695	9761	5815280	06-06-2019 15:56	1	type2
transfer	9761	73630	5815280	08-06-2019 12:53	1	type2
transfer	73630	79987	5815280	28-06-2019 11:47	1	type2
transfer	79987	9368	5815280	01-07-2019 10:48	1	type2
transfer	9368	88486	5815280	10-07-2019 12:02	1	type2
transfer	88486	66606	5815280	10-07-2019 13:19	1	type2
transfer	66606	35053	5815280	12-07-2019 14:21	1	type2
transfer	35053	50985	5815280	13-07-2019 13:26	1	type2
transfer	50985	88714	5815280	17-07-2019 10:39	1	type2
transfer	95835	53518	7952497	07-05-2019 11:23	1	type2
transfer	53518	60865	7952497	15-05-2019 08:25	1	type2
transfer	60865	67506	7952497	16-05-2019 12:05	1	type2
transfer	67506	41341	7952497	08-06-2019 09:04	1	type2
transfer	41341	25679	7952497	09-07-2019 11:52	1	type2
transfer	3961	76162	6850595	04-03-2019 15:20	1	type2
transfer	76162	71574	6850595	16-04-2019 13:34	1	type2
transfer	71574	67662	6850595	13-05-2019 15:17	1	type2
transfer	67662	57384	6850595	19-05-2019 15:55	1	type2
transfer	57384	90524	6850595	02-06-2019 09:04	1	type2
transfer	68625	17909	6615328	28-02-2019 13:01	1	type2
transfer	17909	38002	6615328	20-03-2019 10:07	1	type2
transfer	38002	56721	6615328	23-04-2019 15:10	1	type2
transfer	56721	33784	6615328	24-04-2019 08:55	1	type2
transfer	33784	51575	6615328	17-06-2019 11:15	1	type2
transfer	51575	78164	6615328	17-06-2019 15:44	1	type2
transfer	78164	93853	6615328	22-06-2019 15:22	1	type2
transfer	93853	76022	6615328	25-06-2019 08:13	1	type2
transfer	76022	19634	6615328	01-07-2019 15:21	1	type2
transfer	66897	87520	6421783	08-03-2019 08:13	1	type2
transfer	87520	87615	6421783	31-03-2019 09:34	1	type2
transfer	87615	52483	6421783	16-04-2019 14:05	1	type2
transfer	52483	76267	6421783	08-05-2019 11:52	1	type2
transfer	76267	45383	6421783	11-05-2019 08:41	1	type2
transfer	45383	5110	6421783	15-05-2019 08:23	1	type2
transfer	5110	62286	6421783	20-05-2019 08:29	1	type2
transfer	62286	81909	6421783	27-05-2019 11:03	1	type2
transfer	81909	26650	6421783	05-06-2019 11:29	1	type2
transfer	26650	63119	6421783	06-06-2019 08:53	1	type2
transfer	63119	41122	6421783	14-06-2019 09:08	1	type2
transfer	41122	54119	6421783	24-06-2019 12:47	1	type2
transfer	54119	97966	6421783	06-07-2019 13:20	1	type2
transfer	950	88357	6493011	05-03-2019 14:57	1	type2
transfer	88357	96627	6493011	13-03-2019 08:24	1	type2
transfer	96627	71881	6493011	22-03-2019 13:29	1	type2
transfer	71881	10608	6493011	17-04-2019 09:34	1	type2
transfer	10608	16272	6493011	30-04-2019 08:13	1	type2
transfer	16272	62981	6493011	06-05-2019 09:41	1	type2
transfer	62981	11695	6493011	12-05-2019 12:43	1	type2
transfer	11695	74486	6493011	16-05-2019 12:00	1	type2
transfer	74486	38258	6493011	23-05-2019 10:11	1	type2
transfer	38258	93492	6493011	28-05-2019 08:40	1	type2
transfer	93492	2466	6493011	30-05-2019 10:33	1	type2
transfer	2466	44313	6493011	04-06-2019 12:30	1	type2
transfer	44313	37630	6493011	07-06-2019 13:21	1	type2
transfer	37630	98242	6493011	22-06-2019 15:28	1	type2
transfer	98242	15558	6493011	13-07-2019 13:33	1	type2
transfer	15558	81278	6493011	15-07-2019 10:00	1	type2
transfer	14363	95594	5972619	23-02-2019 14:57	1	type2
transfer	95594	35300	5972619	17-03-2019 13:27	1	type2
transfer	35300	1991	5972619	29-03-2019 09:51	1	type2
transfer	1991	82483	5972619	15-04-2019 11:10	1	type2
transfer	82483	63326	5972619	26-04-2019 09:53	1	type2
transfer	63326	70242	5972619	09-05-2019 14:14	1	type2
transfer	70242	63810	5972619	18-05-2019 11:01	1	type2
transfer	63810	22306	5972619	28-06-2019 15:28	1	type2
transfer	21038	16863	6352694	04-03-2019 12:51	1	type2
transfer	16863	38558	6352694	06-03-2019 11:43	1	type2
transfer	38558	57768	6352694	12-03-2019 14:27	1	type2
transfer	57768	9810	6352694	14-03-2019 11:11	1	type2
transfer	9810	51713	6352694	19-03-2019 15:27	1	type2
transfer	51713	61936	6352694	28-03-2019 14:57	1	type2
transfer	61936	68283	6352694	09-04-2019 11:47	1	type2
transfer	68283	51673	6352694	25-04-2019 10:21	1	type2
transfer	51673	65837	6352694	29-04-2019 08:05	1	type2
transfer	65837	26663	6352694	26-05-2019 09:32	1	type2
transfer	45741	44840	7422956	27-02-2019 08:42	1	type2
transfer	44840	15517	7422956	27-02-2019 11:01	1	type2
transfer	15517	7654	7422956	15-03-2019 14:32	1	type2
transfer	7654	86315	7422956	17-03-2019 12:02	1	type2
transfer	86315	46239	7422956	25-03-2019 14:29	1	type2
transfer	46239	96888	7422956	03-04-2019 09:48	1	type2
transfer	96888	43458	7422956	03-04-2019 15:24	1	type2
transfer	43458	10997	7422956	04-04-2019 12:58	1	type2
transfer	10997	33473	7422956	07-04-2019 11:49	1	type2
transfer	33473	32740	7422956	17-04-2019 10:02	1	type2
transfer	32740	9490	7422956	22-04-2019 15:41	1	type2
transfer	9490	56185	7422956	30-04-2019 14:17	1	type2
transfer	56185	32420	7422956	11-05-2019 15:10	1	type2
transfer	32420	77936	7422956	09-06-2019 08:32	1	type2
transfer	77936	78819	7422956	10-06-2019 14:59	1	type2
transfer	78819	47111	7422956	12-06-2019 13:51	1	type2
transfer	47111	34947	7422956	14-06-2019 13:51	1	type2
transfer	34947	55838	7422956	17-06-2019 10:41	1	type2
transfer	55838	13410	7422956	22-06-2019 13:18	1	type2
transfer	13410	95198	7422956	23-06-2019 13:31	1	type2
transfer	95198	76344	7422956	29-06-2019 10:54	1	type2
transfer	76344	23503	7422956	30-06-2019 10:17	1	type2
transfer	23503	74586	7422956	06-07-2019 08:39	1	type2
transfer	74586	22963	7422956	15-07-2019 14:06	1	type2
transfer	44827	27662	5268988	18-03-2019 10:57	1	type2
transfer	27662	92734	5268988	03-05-2019 09:16	1	type2
transfer	92734	63730	5268988	02-07-2019 10:08	1	type2
transfer	63730	77073	5268988	05-07-2019 14:01	1	type2
transfer	77073	33133	5268988	12-07-2019 14:31	1	type2
transfer	33133	43171	5268988	16-07-2019 13:18	1	type2
transfer	10560	16835	7621775	23-02-2019 10:13	1	type2
transfer	16835	58819	7621775	01-03-2019 10:10	1	type2
transfer	58819	55033	7621775	01-03-2019 10:39	1	type2
transfer	55033	86948	7621775	02-03-2019 08:20	1	type2
transfer	86948	31965	7621775	08-03-2019 12:32	1	type2
transfer	31965	69542	7621775	09-04-2019 15:00	1	type2
transfer	69542	74761	7621775	20-04-2019 10:47	1	type2
transfer	74761	78808	7621775	22-04-2019 11:28	1	type2
transfer	78808	24306	7621775	23-04-2019 08:34	1	type2
transfer	24306	23199	7621775	26-04-2019 11:24	1	type2
transfer	23199	65145	7621775	03-05-2019 09:31	1	type2
transfer	65145	96091	7621775	03-05-2019 14:03	1	type2
transfer	96091	46638	7621775	11-05-2019 15:28	1	type2
transfer	46638	50729	7621775	24-05-2019 13:02	1	type2
transfer	50729	90209	7621775	27-05-2019 14:48	1	type2
transfer	90209	75622	7621775	30-05-2019 15:30	1	type2
transfer	75622	73215	7621775	31-05-2019 15:51	1	type2
transfer	73215	89274	7621775	10-06-2019 15:17	1	type2
transfer	89274	64868	7621775	21-06-2019 12:41	1	type2
transfer	64868	99007	7621775	08-07-2019 09:32	1	type2
transfer	99007	77724	7621775	16-07-2019 14:27	1	type2
transfer	77724	46022	7621775	19-07-2019 10:07	1	type2
transfer	58107	95867	6937925	10-03-2019 14:17	1	type2
transfer	95867	98698	6937925	29-03-2019 12:48	1	type2
transfer	98698	67570	6937925	14-04-2019 11:20	1	type2
transfer	67570	32548	6937925	22-04-2019 08:07	1	type2
transfer	32548	55468	6937925	22-04-2019 11:50	1	type2
transfer	55468	4017	6937925	12-05-2019 09:25	1	type2
transfer	4017	33174	6937925	19-05-2019 14:23	1	type2
transfer	33174	81173	6937925	21-05-2019 13:19	1	type2
transfer	81173	48265	6937925	10-07-2019 08:18	1	type2
transfer	34989	47569	5806795	25-02-2019 11:10	1	type2
transfer	47569	54151	5806795	12-03-2019 10:41	1	type2
transfer	54151	44075	5806795	15-03-2019 08:29	1	type2
transfer	44075	55646	5806795	27-03-2019 14:43	1	type2
transfer	55646	86023	5806795	02-04-2019 13:38	1	type2
transfer	86023	65468	5806795	11-04-2019 15:11	1	type2
transfer	65468	70267	5806795	13-04-2019 11:27	1	type2
transfer	70267	93794	5806795	02-05-2019 14:55	1	type2
transfer	93794	98765	5806795	25-05-2019 15:42	1	type2
transfer	98765	75873	5806795	12-06-2019 10:48	1	type2
transfer	75873	57428	5806795	14-06-2019 10:35	1	type2
transfer	57428	55403	5806795	17-06-2019 10:55	1	type2
transfer	55403	21474	5806795	18-06-2019 09:35	1	type2
transfer	21474	47698	5806795	13-07-2019 09:28	1	type2
transfer	47698	82632	5806795	19-07-2019 09:05	1	type2
transfer	21697	31137	6738027	26-02-2019 14:45	1	type2
transfer	31137	57938	6738027	18-03-2019 08:38	1	type2
transfer	57938	41703	6738027	19-03-2019 09:32	1	type2
transfer	41703	46047	6738027	21-03-2019 14:55	1	type2
transfer	46047	74994	6738027	19-04-2019 10:06	1	type2
transfer	74994	23866	6738027	22-04-2019 15:16	1	type2
transfer	23866	91137	6738027	04-05-2019 12:41	1	type2
transfer	91137	12080	6738027	15-05-2019 09:16	1	type2
transfer	12080	67573	6738027	16-05-2019 15:31	1	type2
transfer	67573	21941	6738027	19-05-2019 10:58	1	type2
transfer	21941	76094	6738027	20-05-2019 13:38	1	type2
transfer	76094	78341	6738027	23-05-2019 09:12	1	type2
transfer	78341	81126	6738027	08-06-2019 15:27	1	type2
transfer	81126	2720	6738027	17-06-2019 08:20	1	type2
transfer	2720	12602	6738027	05-07-2019 15:33	1	type2
transfer	12602	39850	6738027	08-07-2019 11:56	1	type2
transfer	39850	12122	6738027	08-07-2019 13:59	1	type2
transfer	13911	92420	7525659	23-02-2019 10:50	1	type2
transfer	92420	31871	7525659	26-02-2019 08:12	1	type2
transfer	31871	861	7525659	01-04-2019 10:03	1	type2
transfer	861	56503	7525659	05-04-2019 11:06	1	type2
transfer	56503	12445	7525659	23-04-2019 08:57	1	type2
transfer	12445	97343	7525659	29-04-2019 13:08	1	type2
transfer	97343	12363	7525659	01-05-2019 10:42	1	type2
transfer	12363	60363	7525659	04-05-2019 14:37	1	type2
transfer	60363	29297	7525659	08-05-2019 14:20	1	type2
transfer	29297	27522	7525659	02-06-2019 14:43	1	type2
transfer	27522	59201	7525659	10-06-2019 15:37	1	type2
transfer	59201	38897	7525659	19-06-2019 11:48	1	type2
transfer	38897	24193	7525659	26-06-2019 13:08	1	type2
transfer	24193	31031	7525659	09-07-2019 13:56	1	type2
transfer	31031	51196	7525659	15-07-2019 14:30	1	type2
transfer	51196	92222	7525659	16-07-2019 10:03	1	type2
transfer	92222	78300	7525659	19-07-2019 10:34	1	type2
transfer	3508	28046	328814	01-05-2019 10:40	1	type3
transfer	13772	28046	328814	23-06-2019 10:37	1	type3
transfer	75661	28046	328814	21-03-2019 10:48	1	type3
transfer	46526	28046	328814	31-05-2019 10:04	1	type3
transfer	34227	28046	328814	11-05-2019 12:32	1	type3
transfer	3714	28046	328814	08-06-2019 08:47	1	type3
transfer	2658	28046	328814	30-04-2019 09:16	1	type3
transfer	8221	28046	328814	27-06-2019 08:53	1	type3
transfer	23177	28046	328814	23-03-2019 15:04	1	type3
transfer	6847	28046	328814	31-03-2019 13:29	1	type3
transfer	70416	28046	328814	01-07-2019 08:54	1	type3
transfer	67248	28046	328814	22-05-2019 08:29	1	type3
transfer	93447	28046	328814	03-04-2019 09:16	1	type3
transfer	45366	28046	328814	08-03-2019 10:52	1	type3
transfer	91907	28046	328814	22-03-2019 11:27	1	type3
transfer	89933	28046	328814	25-05-2019 12:32	1	type3
transfer	48369	28046	328814	02-03-2019 09:54	1	type3
transfer	26481	28046	328815	12-04-2019 10:15	1	type3
transfer	82518	28046	328815	10-03-2019 08:12	1	type3
transfer	87410	90946	222031	08-07-2019 08:34	1	type3
transfer	63097	90946	222031	12-06-2019 12:50	1	type3
transfer	66494	90946	222031	10-07-2019 09:41	1	type3
transfer	18860	90946	222031	15-06-2019 15:10	1	type3
transfer	77175	90946	222032	26-03-2019 08:54	1	type3
transfer	20337	90946	222032	27-04-2019 09:13	1	type3
transfer	91453	90946	222032	05-06-2019 09:57	1	type3
transfer	50842	90946	222032	27-03-2019 13:38	1	type3
transfer	92791	90946	222032	23-04-2019 15:11	1	type3
transfer	13618	90946	222032	02-05-2019 11:13	1	type3
transfer	54048	90946	222032	24-04-2019 14:48	1	type3
transfer	83487	90946	222032	22-02-2019 11:15	1	type3
transfer	23289	90946	222032	20-03-2019 15:16	1	type3
transfer	1133	90946	222032	12-05-2019 09:30	1	type3
transfer	24249	90946	222032	19-05-2019 10:12	1	type3
transfer	16422	90946	222032	24-05-2019 14:38	1	type3
transfer	82454	90946	222032	11-05-2019 15:11	1	type3
transfer	23803	90946	222032	14-05-2019 08:05	1	type3
transfer	19584	90946	222032	25-04-2019 13:16	1	type3
transfer	67950	90946	222032	20-06-2019 08:47	1	type3
transfer	34685	90946	222032	16-05-2019 11:23	1	type3
transfer	98981	90946	222032	02-04-2019 15:34	1	type3
transfer	17988	90946	222032	12-07-2019 12:48	1	type3
